,dateTime,device,id,latitude,longitude,speed,dateTime_con
0,2018-09-01 00:00:00+00:00,{'id': 'b1'},,43.377739,-79.7354507,0.0,1535760000000000000
27,2019-01-24 13:53:36+00:00,{'id': 'b1'},b729,43.3814774,-79.7374725,14.0,1548338016000000000
28,2019-01-24 13:53:40+00:00,{'id': 'b1'},b72A,43.3815308,-79.7375259,0.0,1548338020000000000
31,2019-01-24 13:53:50+00:00,{'id': 'b1'},b72D,43.3815041,-79.7376022,5.0,1548338030000000000
32,2019-01-24 13:53:51+00:00,{'id': 'b1'},b72E,43.3815308,-79.7376251,11.0,1548338031000000000
33,2019-01-24 13:53:57+00:00,{'id': 'b1'},b72F,43.381813,-79.7380066,39.0,1548338037000000000
34,2019-01-24 13:54:01+00:00,{'id': 'b1'},b730,43.3821449,-79.738472,53.0,1548338041000000000
35,2019-01-24 13:54:05+00:00,{'id': 'b1'},b731,43.3825264,-79.739006,59.0,1548338045000000000
36,2019-01-24 13:54:16+00:00,{'id': 'b1'},b732,43.3837585,-79.7407227,66.0,1548338056000000000
37,2019-01-24 13:54:22+00:00,{'id': 'b1'},b733,43.384449,-79.7416458,61.0,1548338062000000000
38,2019-01-24 13:54:27+00:00,{'id': 'b1'},b734,43.3850098,-79.7422104,55.0,1548338067000000000
39,2019-01-24 13:54:30+00:00,{'id': 'b1'},b735,43.3854218,-79.742363,53.0,1548338070000000000
40,2019-01-24 13:54:34+00:00,{'id': 'b1'},b736,43.3859062,-79.7423096,44.0,1548338074000000000
41,2019-01-24 13:54:37+00:00,{'id': 'b1'},b737,43.3861618,-79.7422562,28.0,1548338077000000000
42,2019-01-24 13:54:39+00:00,{'id': 'b1'},b738,43.3862915,-79.7423096,26.0,1548338079000000000
43,2019-01-24 13:54:42+00:00,{'id': 'b1'},b739,43.3863678,-79.7426147,35.0,1548338082000000000
44,2019-01-24 13:54:46+00:00,{'id': 'b1'},b73A,43.3864441,-79.7432327,50.0,1548338086000000000
45,2019-01-24 13:54:52+00:00,{'id': 'b1'},b73B,43.3867264,-79.7443848,66.0,1548338092000000000
46,2019-01-24 13:54:55+00:00,{'id': 'b1'},b73C,43.3870087,-79.7449493,66.0,1548338095000000000
47,2019-01-24 13:55:03+00:00,{'id': 'b1'},b73D,43.3879051,-79.7463074,66.0,1548338103000000000
48,2019-01-24 13:55:11+00:00,{'id': 'b1'},b73E,43.3888016,-79.7475357,61.0,1548338111000000000
49,2019-01-24 13:55:18+00:00,{'id': 'b1'},b73F,43.3896446,-79.7486572,72.0,1548338118000000000
50,2019-01-24 13:55:23+00:00,{'id': 'b1'},b740,43.3902321,-79.7494507,63.0,1548338123000000000
51,2019-01-24 13:55:30+00:00,{'id': 'b1'},b741,43.3909264,-79.7503967,52.0,1548338130000000000
52,2019-01-24 13:55:37+00:00,{'id': 'b1'},b742,43.3915405,-79.7511444,41.0,1548338137000000000
53,2019-01-24 13:55:41+00:00,{'id': 'b1'},b743,43.3917694,-79.7514496,20.0,1548338141000000000
54,2019-01-24 13:55:45+00:00,{'id': 'b1'},b744,43.391819,-79.7515259,3.0,1548338145000000000
55,2019-01-24 13:55:46+00:00,{'id': 'b1'},b745,43.3918457,-79.7515259,0.0,1548338146000000000
58,2019-01-24 13:55:53+00:00,{'id': 'b1'},b748,43.3918724,-79.7515793,11.0,1548338153000000000
59,2019-01-24 13:55:58+00:00,{'id': 'b1'},b749,43.3920784,-79.7518616,35.0,1548338158000000000
60,2019-01-24 13:56:03+00:00,{'id': 'b1'},b74A,43.3924866,-79.7523727,53.0,1548338163000000000
61,2019-01-24 13:56:08+00:00,{'id': 'b1'},b74B,43.3930244,-79.7530365,63.0,1548338168000000000
62,2019-01-24 13:56:17+00:00,{'id': 'b1'},b74C,43.3943024,-79.7543182,77.0,1548338177000000000
63,2019-01-24 13:56:19+00:00,{'id': 'b1'},b74D,43.3944817,-79.7544174,83.0,1548338179000000000
64,2019-01-24 13:56:21+00:00,{'id': 'b1'},b74E,43.3950462,-79.7546768,79.0,1548338181000000000
65,2019-01-24 13:56:24+00:00,{'id': 'b1'},b74F,43.3956108,-79.7546997,72.0,1548338184000000000
66,2019-01-24 13:56:29+00:00,{'id': 'b1'},b750,43.3964043,-79.7544937,59.0,1548338189000000000
67,2019-01-24 13:56:33+00:00,{'id': 'b1'},b751,43.3969154,-79.7540894,61.0,1548338193000000000
68,2019-01-24 13:56:36+00:00,{'id': 'b1'},b752,43.3973236,-79.7536774,72.0,1548338196000000000
69,2019-01-24 13:56:43+00:00,{'id': 'b1'},b753,43.3984528,-79.7525024,88.0,1548338203000000000
70,2019-01-24 13:56:50+00:00,{'id': 'b1'},b754,43.399807,-79.7511444,100.0,1548338210000000000
71,2019-01-24 13:56:54+00:00,{'id': 'b1'},b755,43.4005775,-79.7503204,98.0,1548338214000000000
72,2019-01-24 13:57:01+00:00,{'id': 'b1'},b756,43.4018555,-79.7490463,83.0,1548338221000000000
73,2019-01-24 13:57:06+00:00,{'id': 'b1'},b757,43.4025726,-79.7483292,65.0,1548338226000000000
74,2019-01-24 13:57:12+00:00,{'id': 'b1'},b758,43.4031868,-79.7476883,42.0,1548338232000000000
75,2019-01-24 13:57:17+00:00,{'id': 'b1'},b759,43.4035454,-79.7472763,33.0,1548338237000000000
76,2019-01-24 13:57:26+00:00,{'id': 'b1'},b75A,43.404007,-79.746788,20.0,1548338246000000000
77,2019-01-24 13:57:29+00:00,{'id': 'b1'},b75B,43.4040833,-79.7466888,3.0,1548338249000000000
80,2019-01-24 13:57:32+00:00,{'id': 'b1'},b75E,43.40411,-79.7466888,6.0,1548338252000000000
81,2019-01-24 13:57:33+00:00,{'id': 'b1'},b75F,43.4041328,-79.746666,9.0,1548338253000000000
82,2019-01-24 13:57:36+00:00,{'id': 'b1'},b760,43.404213,-79.7465591,18.0,1548338256000000000
83,2019-01-24 13:57:38+00:00,{'id': 'b1'},b761,43.4042625,-79.7464828,16.0,1548338258000000000
84,2019-01-24 13:57:43+00:00,{'id': 'b1'},b762,43.4044151,-79.7463303,12.0,1548338263000000000
85,2019-01-24 13:57:49+00:00,{'id': 'b1'},b763,43.4045448,-79.7461777,15.0,1548338269000000000
86,2019-01-24 13:58:00+00:00,{'id': 'b1'},b764,43.4049797,-79.7456894,24.0,1548338280000000000
87,2019-01-24 13:58:04+00:00,{'id': 'b1'},b765,43.4051323,-79.7455139,17.0,1548338284000000000
88,2019-01-24 13:58:12+00:00,{'id': 'b1'},b766,43.4053116,-79.7452774,12.0,1548338292000000000
89,2019-01-24 13:58:21+00:00,{'id': 'b1'},b767,43.4055443,-79.7450256,12.0,1548338301000000000
90,2019-01-24 13:58:26+00:00,{'id': 'b1'},b768,43.4055939,-79.7449493,0.0,1548338306000000000
92,2019-01-24 13:58:33+00:00,{'id': 'b1'},b76A,43.4056206,-79.7449188,5.0,1548338313000000000
93,2019-01-24 13:58:37+00:00,{'id': 'b1'},b76B,43.4057198,-79.7448196,16.0,1548338317000000000
94,2019-01-24 13:58:40+00:00,{'id': 'b1'},b76C,43.4057999,-79.7447205,13.0,1548338320000000000
95,2019-01-24 13:58:42+00:00,{'id': 'b1'},b76D,43.4058228,-79.7446899,2.0,1548338322000000000
98,2019-01-24 13:58:46+00:00,{'id': 'b1'},b770,43.4058228,-79.7446671,4.0,1548338326000000000
99,2019-01-24 13:58:48+00:00,{'id': 'b1'},b771,43.4058495,-79.7446365,9.0,1548338328000000000
100,2019-01-24 13:58:49+00:00,{'id': 'b1'},b772,43.4058762,-79.7446136,14.0,1548338329000000000
101,2019-01-24 13:58:52+00:00,{'id': 'b1'},b773,43.4059525,-79.7445374,9.0,1548338332000000000
102,2019-01-24 13:58:59+00:00,{'id': 'b1'},b774,43.4060287,-79.7444382,0.0,1548338339000000000
106,2019-01-24 13:59:12+00:00,{'id': 'b1'},b778,43.4060783,-79.7444077,9.0,1548338352000000000
107,2019-01-24 13:59:16+00:00,{'id': 'b1'},b779,43.4061317,-79.7443314,7.0,1548338356000000000
108,2019-01-24 13:59:23+00:00,{'id': 'b1'},b77A,43.406208,-79.7442017,7.0,1548338363000000000
109,2019-01-24 13:59:25+00:00,{'id': 'b1'},b77B,43.4062347,-79.7442017,0.0,1548338365000000000
111,2019-01-24 13:59:31+00:00,{'id': 'b1'},b77D,43.4062347,-79.7441788,5.0,1548338371000000000
112,2019-01-24 13:59:32+00:00,{'id': 'b1'},b77E,43.4062576,-79.7441788,10.0,1548338372000000000
113,2019-01-24 13:59:34+00:00,{'id': 'b1'},b77F,43.406311,-79.7440796,28.0,1548338374000000000
114,2019-01-24 13:59:38+00:00,{'id': 'b1'},b780,43.4066429,-79.7436447,55.0,1548338378000000000
115,2019-01-24 13:59:40+00:00,{'id': 'b1'},b781,43.4068718,-79.7433853,57.0,1548338380000000000
116,2019-01-24 13:59:50+00:00,{'id': 'b1'},b782,43.4080238,-79.7421341,59.0,1548338390000000000
117,2019-01-24 13:59:53+00:00,{'id': 'b1'},b783,43.4083824,-79.7417221,66.0,1548338393000000000
118,2019-01-24 13:59:56+00:00,{'id': 'b1'},b784,43.4087944,-79.7413101,63.0,1548338396000000000
119,2019-01-24 14:00:04+00:00,{'id': 'b1'},b785,43.4096642,-79.7404404,46.0,1548338404000000000
120,2019-01-24 14:00:10+00:00,{'id': 'b1'},b786,43.410099,-79.7400284,24.0,1548338410000000000
121,2019-01-24 14:00:14+00:00,{'id': 'b1'},b787,43.4102783,-79.7398529,18.0,1548338414000000000
122,2019-01-24 14:00:18+00:00,{'id': 'b1'},b788,43.4104309,-79.7396698,26.0,1548338418000000000
123,2019-01-24 14:00:20+00:00,{'id': 'b1'},b789,43.4105606,-79.7395477,31.0,1548338420000000000
124,2019-01-24 14:00:25+00:00,{'id': 'b1'},b78A,43.4108658,-79.7392349,29.0,1548338425000000000
125,2019-01-24 14:00:37+00:00,{'id': 'b1'},b78B,43.4114304,-79.7386475,20.0,1548338437000000000
126,2019-01-24 14:00:44+00:00,{'id': 'b1'},b78C,43.4117393,-79.7383423,24.0,1548338444000000000
127,2019-01-24 14:00:54+00:00,{'id': 'b1'},b78D,43.4123535,-79.7377548,39.0,1548338454000000000
128,2019-01-24 14:00:57+00:00,{'id': 'b1'},b78E,43.412632,-79.7374725,52.0,1548338457000000000
129,2019-01-24 14:01:00+00:00,{'id': 'b1'},b78F,43.4129677,-79.7371368,55.0,1548338460000000000
130,2019-01-24 14:01:10+00:00,{'id': 'b1'},b790,43.4140663,-79.7359085,59.0,1548338470000000000
131,2019-01-24 14:01:17+00:00,{'id': 'b1'},b791,43.4148865,-79.7349854,61.0,1548338477000000000
132,2019-01-24 14:01:22+00:00,{'id': 'b1'},b792,43.415451,-79.734375,53.0,1548338482000000000
133,2019-01-24 14:01:30+00:00,{'id': 'b1'},b793,43.4161415,-79.7335815,39.0,1548338490000000000
134,2019-01-24 14:01:37+00:00,{'id': 'b1'},b794,43.4166031,-79.7330933,29.0,1548338497000000000
135,2019-01-24 14:01:41+00:00,{'id': 'b1'},b795,43.416832,-79.7328644,28.0,1548338501000000000
136,2019-01-24 14:01:43+00:00,{'id': 'b1'},b796,43.416935,-79.7327347,33.0,1548338503000000000
137,2019-01-24 14:01:49+00:00,{'id': 'b1'},b797,43.4173203,-79.7323227,39.0,1548338509000000000
138,2019-01-24 14:01:54+00:00,{'id': 'b1'},b798,43.4177284,-79.7318649,33.0,1548338514000000000
139,2019-01-24 14:02:00+00:00,{'id': 'b1'},b799,43.418087,-79.7315063,24.0,1548338520000000000
140,2019-01-24 14:02:04+00:00,{'id': 'b1'},b79A,43.418293,-79.7312775,29.0,1548338524000000000
141,2019-01-24 14:02:10+00:00,{'id': 'b1'},b79B,43.4186249,-79.730896,28.0,1548338530000000000
142,2019-01-24 14:02:18+00:00,{'id': 'b1'},b79C,43.4190865,-79.7303543,35.0,1548338538000000000
143,2019-01-24 14:02:29+00:00,{'id': 'b1'},b79D,43.4199295,-79.7294617,41.0,1548338549000000000
144,2019-01-24 14:02:36+00:00,{'id': 'b1'},b79E,43.4204407,-79.7288971,35.0,1548338556000000000
145,2019-01-24 14:02:45+00:00,{'id': 'b1'},b79F,43.4210815,-79.7282333,37.0,1548338565000000000
146,2019-01-24 14:02:50+00:00,{'id': 'b1'},b7A0,43.4214897,-79.7277985,44.0,1548338570000000000
147,2019-01-24 14:02:56+00:00,{'id': 'b1'},b7A1,43.4220047,-79.7272339,44.0,1548338576000000000
148,2019-01-24 14:03:03+00:00,{'id': 'b1'},b7A2,43.4225922,-79.7265701,42.0,1548338583000000000
149,2019-01-24 14:03:09+00:00,{'id': 'b1'},b7A3,43.42313,-79.725975,48.0,1548338589000000000
150,2019-01-24 14:03:16+00:00,{'id': 'b1'},b7A4,43.4236946,-79.7253647,35.0,1548338596000000000
154,2019-01-24 14:03:26+00:00,{'id': 'b1'},b7A8,43.4240494,-79.7250061,20.0,1548338606000000000
155,2019-01-24 14:03:33+00:00,{'id': 'b1'},b7A9,43.4244347,-79.7245712,35.0,1548338613000000000
156,2019-01-24 14:03:35+00:00,{'id': 'b1'},b7AA,43.4245644,-79.7244186,29.0,1548338615000000000
157,2019-01-24 14:03:38+00:00,{'id': 'b1'},b7AB,43.4247169,-79.7242355,29.0,1548338618000000000
158,2019-01-24 14:03:45+00:00,{'id': 'b1'},b7AC,43.4251022,-79.7238235,24.0,1548338625000000000
159,2019-01-24 14:03:49+00:00,{'id': 'b1'},b7AD,43.4253311,-79.7235489,39.0,1548338629000000000
160,2019-01-24 14:03:54+00:00,{'id': 'b1'},b7AE,43.425766,-79.7230835,46.0,1548338634000000000
161,2019-01-24 14:03:57+00:00,{'id': 'b1'},b7AF,43.4260216,-79.7228012,41.0,1548338637000000000
162,2019-01-24 14:04:00+00:00,{'id': 'b1'},b7B0,43.4262543,-79.7225189,46.0,1548338640000000000
163,2019-01-24 14:04:04+00:00,{'id': 'b1'},b7B1,43.4266891,-79.7220383,65.0,1548338644000000000
164,2019-01-24 14:04:07+00:00,{'id': 'b1'},b7B2,43.4270973,-79.7216034,68.0,1548338647000000000
165,2019-01-24 14:04:12+00:00,{'id': 'b1'},b7B3,43.4278412,-79.7207794,79.0,1548338652000000000
166,2019-01-24 14:04:17+00:00,{'id': 'b1'},b7B4,43.4286079,-79.7199326,79.0,1548338657000000000
167,2019-01-24 14:04:25+00:00,{'id': 'b1'},b7B5,43.4297867,-79.7186279,70.0,1548338665000000000
168,2019-01-24 14:04:30+00:00,{'id': 'b1'},b7B6,43.4304771,-79.717865,74.0,1548338670000000000
169,2019-01-24 14:04:36+00:00,{'id': 'b1'},b7B7,43.4313736,-79.7168655,81.0,1548338676000000000
170,2019-01-24 14:04:43+00:00,{'id': 'b1'},b7B8,43.4324493,-79.715683,74.0,1548338683000000000
171,2019-01-24 14:04:50+00:00,{'id': 'b1'},b7B9,43.433445,-79.7145844,74.0,1548338690000000000
172,2019-01-24 14:04:58+00:00,{'id': 'b1'},b7BA,43.4345207,-79.7134094,65.0,1548338698000000000
173,2019-01-24 14:05:09+00:00,{'id': 'b1'},b7BB,43.4358788,-79.7118683,61.0,1548338709000000000
174,2019-01-24 14:05:13+00:00,{'id': 'b1'},b7BC,43.4363899,-79.7113113,68.0,1548338713000000000
175,2019-01-24 14:05:21+00:00,{'id': 'b1'},b7BD,43.4376183,-79.7099533,87.0,1548338721000000000
176,2019-01-24 14:05:26+00:00,{'id': 'b1'},b7BE,43.4383354,-79.7091827,96.0,1548338726000000000
177,2019-01-24 14:05:28+00:00,{'id': 'b1'},b7BF,43.4388466,-79.7085724,92.0,1548338728000000000
178,2019-01-24 14:05:32+00:00,{'id': 'b1'},b7C0,43.4395905,-79.7077484,94.0,1548338732000000000
179,2019-01-24 14:05:36+00:00,{'id': 'b1'},b7C1,43.4403076,-79.706955,90.0,1548338736000000000
180,2019-01-24 14:05:50+00:00,{'id': 'b1'},b7C2,43.4429169,-79.70401,101.0,1548338750000000000
181,2019-01-24 14:05:59+00:00,{'id': 'b1'},b7C3,43.4446831,-79.7020416,98.0,1548338759000000000
182,2019-01-24 14:06:09+00:00,{'id': 'b1'},b7C4,43.4462204,-79.7002716,103.0,1548338769000000000
183,2019-01-24 14:06:23+00:00,{'id': 'b1'},b7C5,43.4495239,-79.6966934,101.0,1548338783000000000
184,2019-01-24 14:06:29+00:00,{'id': 'b1'},b7C6,43.4507027,-79.6954117,98.0,1548338789000000000
185,2019-01-24 14:06:39+00:00,{'id': 'b1'},b7C7,43.4527245,-79.6932068,109.0,1548338799000000000
186,2019-01-24 14:06:45+00:00,{'id': 'b1'},b7C8,43.4539795,-79.691803,107.0,1548338805000000000
187,2019-01-24 14:07:06+00:00,{'id': 'b1'},b7C9,43.4581757,-79.687088,98.0,1548338826000000000
188,2019-01-24 14:07:16+00:00,{'id': 'b1'},b7CA,43.4600945,-79.6850433,98.0,1548338836000000000
189,2019-01-24 14:07:23+00:00,{'id': 'b1'},b7CB,43.4612465,-79.6837616,98.0,1548338843000000000
190,2019-01-24 14:07:30+00:00,{'id': 'b1'},b7CC,43.4628334,-79.682045,107.0,1548338850000000000
191,2019-01-24 14:07:39+00:00,{'id': 'b1'},b7CD,43.4648323,-79.679924,112.0,1548338859000000000
192,2019-01-24 14:07:49+00:00,{'id': 'b1'},b7CE,43.4670601,-79.6775665,109.0,1548338869000000000
193,2019-01-24 14:08:00+00:00,{'id': 'b1'},b7CF,43.4695435,-79.6751862,112.0,1548338880000000000
194,2019-01-24 14:08:06+00:00,{'id': 'b1'},b7D0,43.471077,-79.6741104,114.0,1548338886000000000
195,2019-01-24 14:08:11+00:00,{'id': 'b1'},b7D1,43.4723854,-79.6734467,111.0,1548338891000000000
196,2019-01-24 14:08:17+00:00,{'id': 'b1'},b7D2,43.4739456,-79.6728287,109.0,1548338897000000000
197,2019-01-24 14:08:22+00:00,{'id': 'b1'},b7D3,43.4753532,-79.6725006,116.0,1548338902000000000
198,2019-01-24 14:08:27+00:00,{'id': 'b1'},b7D4,43.4767876,-79.6723175,114.0,1548338907000000000
199,2019-01-24 14:08:34+00:00,{'id': 'b1'},b7D5,43.4787064,-79.6723175,105.0,1548338914000000000
200,2019-01-24 14:08:44+00:00,{'id': 'b1'},b7D6,43.481163,-79.6724472,88.0,1548338924000000000
201,2019-01-24 14:08:46+00:00,{'id': 'b1'},b7D7,43.4816017,-79.6724243,85.0,1548338926000000000
202,2019-01-24 14:08:48+00:00,{'id': 'b1'},b7D8,43.4820366,-79.6724243,90.0,1548338928000000000
203,2019-01-24 14:08:55+00:00,{'id': 'b1'},b7D9,43.4837494,-79.6723938,101.0,1548338935000000000
204,2019-01-24 14:09:07+00:00,{'id': 'b1'},b7DA,43.4869232,-79.6725769,112.0,1548338947000000000
205,2019-01-24 14:09:13+00:00,{'id': 'b1'},b7DB,43.4885902,-79.6727066,109.0,1548338953000000000
206,2019-01-24 14:09:20+00:00,{'id': 'b1'},b7DC,43.4905357,-79.6727829,112.0,1548338960000000000
207,2019-01-24 14:09:26+00:00,{'id': 'b1'},b7DD,43.4920959,-79.6729126,96.0,1548338966000000000
208,2019-01-24 14:09:31+00:00,{'id': 'b1'},b7DE,43.4932747,-79.6729584,94.0,1548338971000000000
209,2019-01-24 14:09:36+00:00,{'id': 'b1'},b7DF,43.4943733,-79.6729355,83.0,1548338976000000000
210,2019-01-24 14:09:40+00:00,{'id': 'b1'},b7E0,43.4951935,-79.6728592,83.0,1548338980000000000
211,2019-01-24 14:09:48+00:00,{'id': 'b1'},b7E1,43.4968834,-79.6725998,87.0,1548338988000000000
212,2019-01-24 14:09:52+00:00,{'id': 'b1'},b7E2,43.4977798,-79.6726761,92.0,1548338992000000000
213,2019-01-24 14:09:56+00:00,{'id': 'b1'},b7E3,43.4987259,-79.6729584,100.0,1548338996000000000
214,2019-01-24 14:09:59+00:00,{'id': 'b1'},b7E4,43.4993935,-79.6733475,94.0,1548338999000000000
217,2019-01-24 14:10:08+00:00,{'id': 'b1'},b7E7,43.5009537,-79.675087,90.0,1548339008000000000
218,2019-01-24 14:10:12+00:00,{'id': 'b1'},b7E8,43.5015678,-79.6760559,94.0,1548339012000000000
219,2019-01-24 14:10:22+00:00,{'id': 'b1'},b7EA,43.5031815,-79.6786957,105.0,1548339022000000000
220,2019-01-24 14:10:28+00:00,{'id': 'b1'},b7EB,43.5042038,-79.6803589,103.0,1548339028000000000
221,2019-01-24 14:10:36+00:00,{'id': 'b1'},b7EC,43.5056114,-79.6825333,111.0,1548339036000000000
222,2019-01-24 14:10:46+00:00,{'id': 'b1'},b7ED,43.5075073,-79.6855011,120.0,1548339046000000000
223,2019-01-24 14:10:51+00:00,{'id': 'b1'},b7EE,43.5085297,-79.6871185,123.0,1548339051000000000
224,2019-01-24 14:10:53+00:00,{'id': 'b1'},b7EF,43.5089149,-79.6877289,118.0,1548339053000000000
225,2019-01-24 14:10:59+00:00,{'id': 'b1'},b7F0,43.510067,-79.6893692,103.0,1548339059000000000
226,2019-01-24 14:11:02+00:00,{'id': 'b1'},b7F1,43.5106544,-79.6899872,94.0,1548339062000000000
227,2019-01-24 14:11:04+00:00,{'id': 'b1'},b7F2,43.511116,-79.6901855,96.0,1548339064000000000
228,2019-01-24 14:11:07+00:00,{'id': 'b1'},b7F3,43.5118065,-79.6903152,94.0,1548339067000000000
229,2019-01-24 14:11:09+00:00,{'id': 'b1'},b7F4,43.5122414,-79.6903687,83.0,1548339069000000000
230,2019-01-24 14:11:13+00:00,{'id': 'b1'},b7F5,43.5128822,-79.6908035,66.0,1548339073000000000
231,2019-01-24 14:11:17+00:00,{'id': 'b1'},b7F6,43.5132408,-79.6913681,46.0,1548339077000000000
233,2019-01-24 14:11:20+00:00,{'id': 'b1'},b7F8,43.5134468,-79.6915207,33.0,1548339080000000000
234,2019-01-24 14:11:21+00:00,{'id': 'b1'},b7F9,43.5135231,-79.6914978,28.0,1548339081000000000
235,2019-01-24 14:11:22+00:00,{'id': 'b1'},b7FA,43.5135727,-79.6914139,31.0,1548339082000000000
236,2019-01-24 14:11:24+00:00,{'id': 'b1'},b7FB,43.5137024,-79.6912918,29.0,1548339084000000000
237,2019-01-24 14:11:40+00:00,{'id': 'b1'},b7FC,43.5144691,-79.6903915,20.0,1548339100000000000
238,2019-01-24 14:11:46+00:00,{'id': 'b1'},b7FD,43.5146751,-79.6902161,7.0,1548339106000000000
239,2019-01-24 14:11:48+00:00,{'id': 'b1'},b7FE,43.5146751,-79.6901855,0.0,1548339108000000000
240,2019-01-24 14:12:52+00:00,{'id': 'b1'},b7FF,43.5147018,-79.6901855,3.0,1548339172000000000
241,2019-01-24 14:12:58+00:00,{'id': 'b1'},b800,43.5147247,-79.6901398,2.0,1548339178000000000
242,2019-01-24 14:13:00+00:00,{'id': 'b1'},b801,43.5147514,-79.6901093,11.0,1548339180000000000
243,2019-01-24 14:13:05+00:00,{'id': 'b1'},b802,43.5149574,-79.6899109,24.0,1548339185000000000
244,2019-01-24 14:13:11+00:00,{'id': 'b1'},b803,43.5152893,-79.6895218,28.0,1548339191000000000
245,2019-01-24 14:13:14+00:00,{'id': 'b1'},b804,43.5153389,-79.6892929,26.0,1548339194000000000
246,2019-01-24 14:13:16+00:00,{'id': 'b1'},b805,43.5152626,-79.6891403,33.0,1548339196000000000
247,2019-01-24 14:13:23+00:00,{'id': 'b1'},b808,43.5147018,-79.6882935,53.0,1548339203000000000
248,2019-01-24 14:13:25+00:00,{'id': 'b1'},b809,43.5145226,-79.6880417,50.0,1548339205000000000
249,2019-01-24 14:13:27+00:00,{'id': 'b1'},b80A,43.5143661,-79.6878357,37.0,1548339207000000000
250,2019-01-24 14:13:31+00:00,{'id': 'b1'},b80B,43.5142136,-79.6876297,9.0,1548339211000000000
251,2019-01-24 14:13:33+00:00,{'id': 'b1'},b80C,43.5141907,-79.6876068,5.0,1548339213000000000
255,2019-01-24 14:13:59+00:00,{'id': 'b1'},b810,43.5141907,-79.6875763,7.0,1548339239000000000
256,2019-01-24 14:14:00+00:00,{'id': 'b1'},b811,43.514164,-79.6875534,16.0,1548339240000000000
257,2019-01-24 14:14:02+00:00,{'id': 'b1'},b812,43.5141907,-79.6874008,24.0,1548339242000000000
258,2019-01-24 14:14:06+00:00,{'id': 'b1'},b813,43.5144691,-79.6870117,48.0,1548339246000000000
259,2019-01-24 14:14:11+00:00,{'id': 'b1'},b814,43.5150833,-79.686348,65.0,1548339251000000000
260,2019-01-24 14:14:14+00:00,{'id': 'b1'},b815,43.5154686,-79.685936,65.0,1548339254000000000
261,2019-01-24 14:14:23+00:00,{'id': 'b1'},b816,43.516571,-79.684761,53.0,1548339263000000000
262,2019-01-24 14:14:25+00:00,{'id': 'b1'},b817,43.5167503,-79.6845856,39.0,1548339265000000000
263,2019-01-24 14:14:29+00:00,{'id': 'b1'},b818,43.5168495,-79.6842499,28.0,1548339269000000000
264,2019-01-24 14:14:31+00:00,{'id': 'b1'},b819,43.5167503,-79.6840439,41.0,1548339271000000000
265,2019-01-24 14:14:36+00:00,{'id': 'b1'},b81A,43.5162888,-79.683403,61.0,1548339276000000000
266,2019-01-24 14:14:38+00:00,{'id': 'b1'},b81B,43.5160561,-79.6830978,61.0,1548339278000000000
267,2019-01-24 14:14:45+00:00,{'id': 'b1'},b81C,43.5153389,-79.6821518,55.0,1548339285000000000
268,2019-01-24 14:15:03+00:00,{'id': 'b1'},b81D,43.5132942,-79.6794128,70.0,1548339303000000000
269,2019-01-24 14:15:07+00:00,{'id': 'b1'},b81E,43.5128326,-79.678772,55.0,1548339307000000000
270,2019-01-24 14:15:09+00:00,{'id': 'b1'},b81F,43.5126801,-79.6785889,31.0,1548339309000000000
271,2019-01-24 14:15:11+00:00,{'id': 'b1'},b820,43.5126266,-79.6784897,18.0,1548339311000000000
272,2019-01-24 14:15:13+00:00,{'id': 'b1'},b821,43.5126266,-79.67836,18.0,1548339313000000000
273,2019-01-24 14:15:22+00:00,{'id': 'b1'},b822,43.5126801,-79.6780777,2.0,1548339322000000000
275,2019-01-24 14:15:24+00:00,{'id': 'b1'},b824,43.5126534,-79.6780777,5.0,1548339324000000000
278,2019-01-24 14:15:32+00:00,{'id': 'b1'},b827,43.5124474,-79.6777725,17.0,1548339332000000000
279,2019-01-24 14:15:36+00:00,{'id': 'b1'},b828,43.5123444,-79.677597,17.0,1548339336000000000
280,2019-01-24 14:15:39+00:00,{'id': 'b1'},b829,43.5122681,-79.6774902,7.0,1548339339000000000
282,2019-01-24 14:15:43+00:00,{'id': 'b1'},b82B,43.5122681,-79.6774673,4.0,1548339343000000000
283,2019-01-24 14:15:45+00:00,{'id': 'b1'},b82C,43.5122681,-79.6774139,13.0,1548339345000000000
284,2019-01-24 14:15:51+00:00,{'id': 'b1'},b82D,43.5124474,-79.6772079,18.0,1548339351000000000
285,2019-01-24 14:16:02+00:00,{'id': 'b1'},b82E,43.5128326,-79.6767731,18.0,1548339362000000000
286,2019-01-24 14:16:07+00:00,{'id': 'b1'},b82F,43.5129852,-79.6765976,14.0,1548339367000000000
287,2019-01-24 14:16:09+00:00,{'id': 'b1'},b830,43.5130386,-79.6765442,6.0,1548339369000000000
290,2019-01-24 14:16:15+00:00,{'id': 'b1'},b833,43.5130615,-79.6765213,6.0,1548339375000000000
291,2019-01-24 14:16:16+00:00,{'id': 'b1'},b834,43.5130882,-79.6765213,9.0,1548339376000000000
293,2019-01-24 14:16:25+00:00,{'id': 'b1'},b836,43.5130882,-79.6764908,3.0,1548339385000000000
294,2019-01-24 14:16:28+00:00,{'id': 'b1'},b837,43.5131378,-79.676445,15.0,1548339388000000000
295,2019-01-24 14:16:30+00:00,{'id': 'b1'},b838,43.5131912,-79.6763611,14.0,1548339390000000000
